,Round ID,Total Win/Loss,Game Provider Round ID,Jackpot Contribution,Win/Loss
7556,ugs-2212892093,-1.0,,,
7557,ugs-2212892084,-10.0,,,
7558,ugs-2212892111,-5.0,,,
7559,ugs-2212892106,-5.0,,,
7560,ugs-2212892055,-5.0,,,
7561,ugs-2212892066,-20.0,,,
7562,ugs-2212892001,-1.0,,,
7563,ugs-2212892030,-5.0,,,
7564,ugs-2212891976,-5.0,,,
7565,ugs-2212891966,-20.0,,,
7566,ugs-2212891973,-1.0,,,
7567,ugs-2212891937,-5.0,,,
7568,ugs-2212891944,-8.0,,,
7569,ugs-2212891940,-10.0,,,
7570,ugs-2212891943,-5.0,,,
7571,ugs-2212891865,-5.0,,,
7572,ugs-2212891889,-10.0,,,
7573,ugs-2212891873,0.0,,,
7574,ugs-2212891814,-5.0,,,
7575,ugs-2212891820,-20.0,,,
7576,ugs-2212891800,-1.0,,,
7577,ugs-2212891756,-5.0,,,
7578,ugs-2212891762,-20.0,,,
7579,ugs-2212891748,-10.0,,,
7580,ugs-2212891740,-5.0,,,
7581,ugs-2212891693,7.0,,,
7582,ugs-2212891696,-20.0,,,
7583,ugs-2212891675,-10.0,,,
7584,ugs-2212891697,-6.0,,,
7585,ugs-2212891666,-5.0,,,
7586,ugs-2212891692,-5.0,,,
7587,ugs-2212891654,-1.0,,,
7588,ugs-2212891605,-1.0,,,
7589,ugs-2212891603,-20.0,,,
7590,ugs-2212891615,-5.0,,,
7591,ugs-2212891588,-5.0,,,
7592,ugs-2212891567,-5.0,,,
7593,ugs-2212891557,-20.0,,,
7594,ugs-2212891541,-1.0,,,
7595,ugs-2212891556,0.0,,,
7596,ugs-2212891523,-1.0,,,
7597,ugs-2212891472,-5.0,,,
7598,ugs-2212891470,-10.0,,,
7599,ugs-2212891413,0.0,,,
7600,ugs-2212891417,-20.0,,,
7601,ugs-2212891414,-1.0,,,
7602,ugs-2212891428,-5.0,,,
7603,ugs-2212891388,-5.0,,,
7604,ugs-2212891375,-5.0,,,
7605,ugs-2212891337,-18.0,,,
7606,ugs-2212891311,-1.0,,,
7607,ugs-2212891301,350.0,,,
7608,ugs-2212891291,-1.0,,,
7609,ugs-2212891298,-5.0,,,
7610,ugs-2212891282,-5.0,,,
7611,ugs-2212891283,-20.0,,,
7612,ugs-2212891253,-5.0,,,
7613,ugs-2212891185,-5.0,,,
7614,ugs-2212891189,-10.0,,,
7615,ugs-2212891165,-10.0,,,
7616,ugs-2212891169,-1.0,,,
7617,ugs-2212891156,3.0,,,
7618,ugs-2212891159,-5.0,,,
7619,ugs-2212891099,98.0,,,
7620,ugs-2212891047,-5.0,,,
7621,ugs-2212891059,-10.0,,,
7622,ugs-2212891042,-5.0,,,
7623,ugs-2212890997,-0.5,,,
7624,ugs-2212890577,-5.0,,,
7625,ugs-2212890620,-20.0,,,
7626,ugs-2212890641,-10.0,,,
7627,ugs-2212890673,-0.7,,,
7628,ugs-2212890306,3.0,,,
7629,ugs-2212890399,26.0,,,
7630,ugs-2212890307,-1.0,,,
7631,ugs-2212890352,-1.0,,,
7632,ugs-2212890331,-5.0,,,
7633,ugs-2212890299,-20.0,,,
7634,ugs-2212890293,-5.0,,,
7635,ugs-2212890260,-10.0,,,
7636,ugs-2212890223,-1.0,,,
7637,ugs-2212890216,-5.0,,,
7638,ugs-2212890201,-5.0,,,
7639,ugs-2212890148,-1.0,,,
7640,ugs-2212890145,-20.0,,,
7641,ugs-2212890169,-5.0,,,
7642,ugs-2212890101,-5.0,,,
7643,ugs-2212890108,16.0,,,
7644,ugs-2212890088,-10.0,,,
7645,ugs-2212890071,-1.0,,,
7646,ugs-2212890070,-5.0,,,
7647,ugs-2212890030,-5.0,,,
7648,ugs-2212889988,-5.0,,,
7649,ugs-2212889967,-10.0,,,
7650,ugs-2212889933,-1.0,,,
7651,ugs-2212889948,-5.0,,,
7652,ugs-2212889951,-5.0,,,
7653,ugs-2212889924,-14.0,,,
7654,ugs-2212889917,-20.0,,,
7655,ugs-2212889872,-5.0,,,
7656,ugs-2212889809,0.0,,,
7657,ugs-2212889829,-10.0,,,
7658,ugs-2212889838,-1.0,,,
7659,ugs-2212889824,290.0,,,
7660,ugs-2212889826,-5.0,,,
7661,ugs-2212889806,-5.0,,,
7662,ugs-2212889789,-5.0,,,
7663,ugs-2212889769,-20.0,,,
7664,ugs-2212889710,-1.0,,,
7665,ugs-2212889735,-20.0,,,
7666,ugs-2212889713,-1.0,,,
7667,ugs-2212889685,-5.0,,,
7668,ugs-2212889693,-5.0,,,
7669,ugs-2212889636,-5.0,,,
7670,ugs-2212889592,-1.0,,,
7671,ugs-2212889585,-20.0,,,
7672,ugs-2212889602,8.0,,,
7673,ugs-2212889584,-1.0,,,
7674,ugs-2212889607,-5.0,,,
7675,ugs-2212889523,-5.0,,,
7676,ugs-2212889518,-20.0,,,
7677,ugs-2212889469,-1.0,,,
7678,ugs-2212889460,-1.0,,,
7679,ugs-2212889478,-10.0,,,
7680,ugs-2212889412,-5.0,,,
7681,ugs-2212889431,-1.0,,,
7682,ugs-2212889395,-1.0,,,
7683,ugs-2212889316,-1.0,,,
7684,ugs-2212889357,-20.0,,,
7685,ugs-2212889353,-5.0,,,
7686,ugs-2212889284,-7.0,,,
7687,ugs-2212889283,250.0,,,
7688,ugs-2212889259,-1.0,,,
7689,ugs-2212889247,-1.0,,,
7690,ugs-2212889274,-0.8,,,
7691,ugs-2212889220,20.0,,,
7692,ugs-2212889236,-5.0,,,
7693,ugs-2212889238,-5.0,,,
7694,ugs-2212889160,-1.0,,,
7695,ugs-2212889157,-20.0,,,
7696,ugs-2212889152,-1.0,,,
7697,ugs-2212889186,15.0,,,
7698,ugs-2212889142,-10.0,,,
7699,ugs-2212889085,-1.0,,,
7700,ugs-2212889096,-16.0,,,
7701,ugs-2212889088,-5.0,,,
7702,ugs-2212889072,-5.0,,,
7703,ugs-2212889038,-10.0,,,
7704,ugs-2212889061,-5.0,,,
7705,ugs-2212889046,-1.0,,,
7706,ugs-2212889034,-1.0,,,
7707,ugs-2212889005,-5.0,,,
7708,ugs-2212889018,-20.0,,,
7709,ugs-2212888949,1.0,,,
7710,ugs-2212888979,-10.0,,,
7711,ugs-2212888969,5.0,,,
7712,ugs-2212888944,-5.0,,,
7713,ugs-2212888922,-5.0,,,
7714,ugs-2212888937,-20.0,,,
7715,ugs-2212888935,-5.0,,,
7716,ugs-2212888920,-1.0,,,
7717,ugs-2212888864,-1.0,,,
7718,ugs-2212888885,-20.0,,,
7719,ugs-2212888847,-1.0,,,
7720,ugs-2212888825,-10.0,,,
7721,ugs-2212888851,-5.0,,,
7722,ugs-2212888839,-5.0,,,
7723,ugs-2212888829,-5.0,,,
7724,ugs-2212888797,-6.0,,,
7725,ugs-2212888789,-20.0,,,
7726,ugs-2212888795,-5.0,,,
7727,ugs-2212888766,-1.0,,,
7728,ugs-2212888757,-5.0,,,
7729,ugs-2212888748,-5.0,,,
7730,ugs-2212888705,0.4,,,
7731,ugs-2212888731,-20.0,,,
7732,ugs-2212888689,-1.0,,,
7733,ugs-2212888669,-5.0,,,
7734,ugs-2212888670,-0.7,,,
7735,ugs-2212888658,-10.0,,,
7736,ugs-2212888620,-1.0,,,
7737,ugs-2212888611,-5.0,,,
7738,ugs-2212888627,-5.0,,,
7739,ugs-2212888581,-1.0,,,
7740,ugs-2212888591,-20.0,,,
7741,ugs-2212888551,-1.0,,,
7742,ugs-2212888561,5.0,,,
7743,ugs-2212888510,-5.0,,,
7744,ugs-2212888515,-5.0,,,
7745,ugs-2212888460,-1.0,,,
7746,ugs-2212888431,-20.0,,,
7747,ugs-2212888472,-5.0,,,
7748,ugs-2212888484,-0.4,,,
7749,ugs-2212888437,-1.0,,,
7750,ugs-2212888407,-6.0,,,
7751,ugs-2212888328,-1.0,,,
7752,ugs-2212888313,19.5,,,
7753,ugs-2212888278,-1.0,,,
7754,ugs-2212888293,-20.0,,,
7755,ugs-2212888302,-5.0,,,
7756,ugs-2212888288,-1.0,,,
7757,ugs-2212888275,-10.0,,,
7758,ugs-2212888189,-1.0,,,
7759,ugs-2212888215,-5.0,,,
7760,ugs-2212888176,-1.0,,,
7761,ugs-2212888178,-5.0,,,
7762,ugs-2212888121,-1.0,,,
7763,ugs-2212888120,4.0,,,
7764,ugs-2212888103,-1.0,,,
7765,ugs-2212888087,-1.0,,,
7766,ugs-2212888086,45.0,,,
7767,ugs-2212888063,-1.0,,,
7768,ugs-2212888056,-5.0,,,
7769,ugs-2212887995,-20.0,,,
7770,ugs-2212887954,-5.0,,,
7771,ugs-2212887947,-5.0,,,
7772,ugs-2212887951,-1.0,,,
7773,ugs-2212887938,-1.0,,,
7774,ugs-2212887894,64.0,,,
7775,ugs-2212887854,-5.0,,,
7776,ugs-2212887841,-1.0,,,
7777,ugs-2212887765,-10.0,,,
7778,ugs-2212887734,-5.0,,,
7779,ugs-2212887727,48.0,,,
7780,ugs-2212887745,-10.0,,,
7781,ugs-2212887728,45.0,,,
7782,ugs-2212887675,-1.0,,,
7783,ugs-2212887676,-20.0,,,
7784,ugs-2212887657,-1.0,,,
7785,ugs-2212887618,-1.0,,,
7786,ugs-2212887606,-5.0,,,
7787,ugs-2212887609,-10.0,,,
7788,ugs-2212887548,-20.0,,,
7789,ugs-2212887449,-5.0,,,
7790,ugs-2212887480,-0.7,,,
7791,ugs-2212887454,-10.0,,,
7792,ugs-2212887426,16.0,,,
7793,ugs-2212887372,595.0,,,
7794,ugs-2212887387,-1.0,,,
7795,ugs-2212887324,-5.0,,,
7796,ugs-2212887259,-20.0,,,
7797,ugs-2212887257,-4.0,,,
7798,ugs-2212887233,-5.0,,,
7799,ugs-2212887251,-1.0,,,
7800,ugs-2212887240,-10.0,,,
7801,ugs-2212887178,-1.0,,,
7802,ugs-2212887170,-5.0,,,
7803,ugs-2212887138,-5.0,,,
7804,ugs-2212887123,-20.0,,,
7805,ugs-2212887100,-20.0,,,
7806,ugs-2212887061,-5.0,,,
7807,ugs-2212887076,-0.7,,,
7808,ugs-2212887037,-5.0,,,
7809,ugs-2212887038,-6.0,,,
7810,ugs-2212886996,109.0,,,
7811,ugs-2212886991,-20.0,,,
7812,ugs-2212886970,-1.0,,,
7813,ugs-2212886937,-5.0,,,
7814,ugs-2212886963,-5.0,,,
7815,ugs-2212886919,-5.0,,,
7816,ugs-2212886889,-0.4,,,
7817,ugs-2212886904,-10.0,,,
7818,ugs-2212886838,-16.0,,,
7819,ugs-2212886833,-5.0,,,
7820,ugs-2212886835,-20.0,,,
7821,ugs-2212886826,-5.0,,,
7822,ugs-2212886796,-5.0,,,
7823,ugs-2212886762,-1.0,,,
7824,ugs-2212886757,-10.0,,,
7825,ugs-2212886745,-5.0,,,
7826,ugs-2212886667,-5.0,,,
7827,ugs-2212886702,-20.0,,,
7828,ugs-2212886684,-1.0,,,
7829,ugs-2212886710,-50.0,,,
7830,ugs-2212886658,-5.0,,,
7831,ugs-2212886627,-1.0,,,
7832,ugs-2212886578,-5.0,,,
7833,ugs-2212886575,-20.0,,,
7834,ugs-2212886546,-1.0,,,
7835,ugs-2212886517,2.0,,,
7836,ugs-2212886503,-5.0,,,
7837,ugs-2212886476,0.5,,,
7838,ugs-2212886495,-50.0,,,
7839,ugs-2212886464,-5.0,,,
7840,ugs-2212886454,-20.0,,,
7841,ugs-2212886347,-5.0,,,
7842,ugs-2212886359,-1.0,,,
7843,ugs-2212886372,-10.0,,,
7844,ugs-2212886380,-5.0,,,
7845,ugs-2212886339,-8.0,,,
7846,ugs-2212886326,-20.0,,,
7847,ugs-2212886282,-1.0,,,
7848,ugs-2212886244,-5.0,,,
7849,ugs-2212886226,-5.0,,,
7850,ugs-2212886214,-10.0,,,
7851,ugs-2212886209,-10.0,,,
7852,ugs-2212886204,95.0,,,
7853,ugs-2212886193,-1.0,,,
7854,ugs-2212886158,-2.0,,,
7855,ugs-2212886108,-5.0,,,
7856,ugs-2212886117,50.9,,,
7857,ugs-2212886098,-5.0,,,
7858,ugs-2212886101,-0.7,,,
7859,ugs-2212886068,-10.0,,,
7860,ugs-2212886079,-5.0,,,
7861,ugs-2212885983,-5.0,,,
7862,ugs-2212885995,-14.0,,,
7863,ugs-2212886003,-1.0,,,
7864,ugs-2212885994,-1.0,,,
7865,ugs-2212886015,-5.0,,,
7866,ugs-2212885966,-16.0,,,
7867,ugs-2212885901,-5.0,,,
7868,ugs-2212885925,-5.0,,,
7869,ugs-2212885875,-5.0,,,
7870,ugs-2212885878,-1.0,,,
7871,ugs-2212885873,-1.0,,,
7872,ugs-2212885811,-5.0,,,
7873,ugs-2212885732,-5.0,,,
7874,ugs-2212885739,-1.0,,,
7875,ugs-2212885726,-5.0,,,
7876,ugs-2212885692,-0.4,,,
7877,ugs-2212885705,-8.0,,,
7878,ugs-2212885639,-5.0,,,
7879,ugs-2212885636,-1.0,,,
7880,ugs-2212885620,-5.0,,,
7881,ugs-2212885601,-1.0,,,
7882,ugs-2212885627,-5.0,,,
7883,ugs-2212885574,-20.0,,,
7884,ugs-2212885535,-5.0,,,
7885,ugs-2212885520,-10.0,,,
7886,ugs-2212885478,-5.0,,,
7887,ugs-2212885471,-1.0,,,
7888,ugs-2212885433,-5.0,,,
7889,ugs-2212885442,0.5,,,
7890,ugs-2212885416,-5.0,,,
7891,ugs-2212885394,-20.0,,,
7892,ugs-2212885409,-4.0,,,
7893,ugs-2212885352,-5.0,,,
7894,ugs-2212885343,-1.0,,,
7895,ugs-2212885336,-5.0,,,
7896,ugs-2212885333,-10.0,,,
7897,ugs-2212885314,-1.0,,,
7898,ugs-2212885259,-5.0,,,
7899,ugs-2212885243,-1.0,,,
7900,ugs-2212885175,-5.0,,,
7901,ugs-2212885207,-8.0,,,
7902,ugs-2212885181,-1.0,,,
7903,ugs-2212885115,-1.0,,,
7904,ugs-2212885136,-1.0,,,
7905,ugs-2212885081,-5.0,,,
7906,ugs-2212885077,-10.0,,,
7907,ugs-2212885044,-5.0,,,
7908,ugs-2212885062,-20.0,,,
7909,ugs-2212885050,6.0,,,
7910,ugs-2212885031,-5.0,,,
7911,ugs-2212884984,-1.0,,,
7912,ugs-2212885005,-1.0,,,
7913,ugs-2212884949,-1.0,,,
7914,ugs-2212884919,-5.0,,,
7915,ugs-2212884909,-5.0,,,
7916,ugs-2212884875,-1.0,,,
7917,ugs-2212884867,40.0,,,
7918,ugs-2212884844,-5.0,,,
7919,ugs-2212884853,-1.0,,,
7920,ugs-2212884834,-7.0,,,
7921,ugs-2212884772,-5.0,,,
7922,ugs-2212884762,-1.0,,,
7923,ugs-2212884784,-1.0,,,
7924,ugs-2212884770,-1.0,,,
7925,ugs-2212884736,-5.0,,,
7926,ugs-2212884697,5.0,,,
7927,ugs-2212884689,-0.7,,,
7928,ugs-2212884674,-10.0,,,
7929,ugs-2212884684,-10.0,,,
7930,ugs-2212884640,-5.0,,,
7931,ugs-2212884626,-20.0,,,
7932,ugs-2212884646,-1.0,,,
7933,ugs-2212884613,-5.0,,,
7934,ugs-2212884564,-5.0,,,
7935,ugs-2212884534,-10.0,,,
7936,ugs-2212884551,-1.0,,,
7937,ugs-2212884539,-1.0,,,
7938,ugs-2212884495,-5.0,,,
7939,ugs-2212884512,-0.4,,,
7940,ugs-2212884477,0.2,,,
7941,ugs-2212884507,-10.0,,,
7942,ugs-2212884458,-5.0,,,
7943,ugs-2212884434,-20.0,,,
7944,ugs-2212884380,-5.0,,,
7945,ugs-2212884350,-0.2,,,
7946,ugs-2212884368,-10.0,,,
7947,ugs-2212884337,-1.0,,,
7948,ugs-2212884289,-5.0,,,
7949,ugs-2212884277,-20.0,,,
7950,ugs-2212884309,-20.0,,,
7951,ugs-2212884274,190.0,,,
7952,ugs-2212884282,-1.0,,,
7953,ugs-2212884288,-1.0,,,
7954,ugs-2212884283,-10.0,,,
7955,ugs-2212884223,65.0,,,
7956,ugs-2212884227,-1.0,,,
7957,ugs-2212884228,-10.0,,,
7958,ugs-2212884205,-5.0,,,
7959,ugs-2212884201,-20.0,,,
7960,ugs-2212884184,-10.0,,,
7961,ugs-2212884114,-10.0,,,
7962,ugs-2212884123,-20.0,,,
7963,ugs-2212884117,-1.0,,,
7964,ugs-2212884067,-20.0,,,
7965,ugs-2212884073,-20.0,,,
7966,ugs-2212884042,-1.0,,,
7967,ugs-2212884056,-1.0,,,
7968,ugs-2212884046,-8.0,,,
7969,ugs-2212884025,-5.0,,,
7970,ugs-2212883999,-1.0,,,
7971,ugs-2212883988,-20.0,,,
7972,ugs-2212884010,-10.0,,,
7973,ugs-2212883953,-5.0,,,
7974,ugs-2212883958,-20.0,,,
7975,ugs-2212883925,-10.0,,,
7976,ugs-2212883920,-20.0,,,
7977,ugs-2212883930,-10.0,,,
7978,ugs-2212883902,5.0,,,
7979,ugs-2212883885,-1.0,,,
7980,ugs-2212883894,-1.0,,,
7981,ugs-2212883880,-5.0,,,
7982,ugs-2212883860,1.9,,,
7983,ugs-2212883804,-4.0,,,
7984,ugs-2212883820,-20.0,,,
7985,ugs-2212883814,-20.0,,,
7986,ugs-2212883788,-5.0,,,
7987,ugs-2212883743,7.0,,,
7988,ugs-2212883746,-20.0,,,
7989,ugs-2212883723,-0.4,,,
7990,ugs-2212883719,-5.0,,,
7991,ugs-2212883713,-20.0,,,
7992,ugs-2212883695,-1.0,,,
7993,ugs-2212883690,15.0,,,
7994,ugs-2212883639,-5.0,,,
7995,ugs-2212883663,-20.0,,,
7996,ugs-2212883677,-1.0,,,
7997,ugs-2212883619,-1.0,,,
7998,ugs-2212883608,-1.0,,,
7999,ugs-2212883587,-20.0,,,
8000,ugs-2212883603,-20.0,,,
8001,ugs-2212883563,-5.0,,,
8002,ugs-2212883523,-10.0,,,
8003,ugs-2212883524,-20.0,,,
8004,ugs-2212883518,-10.0,,,
8005,ugs-2212883519,-1.0,,,
8006,ugs-2212883483,-1.0,,,
8007,ugs-2212883445,-20.0,,,
8008,ugs-2212883397,-20.0,,,
8009,ugs-2212883369,15.0,,,
8010,ugs-2212883362,-20.0,,,
8011,ugs-2212883347,-1.0,,,
8012,ugs-2212883297,-5.0,,,
8013,ugs-2212883324,-1.0,,,
8014,ugs-2212883313,-10.0,,,
8015,ugs-2212883330,-1.0,,,
8016,ugs-2212883336,-5.0,,,
8017,ugs-2212883205,-5.0,,,
8018,ugs-2212883194,-20.0,,,
8019,ugs-2212883188,-7.0,,,
8020,ugs-2212883219,-1.0,,,
8021,ugs-2212883132,-1.0,,,
8022,ugs-2212883171,-20.0,,,
8023,ugs-2212883101,-5.0,,,
8024,ugs-2212883098,-1.0,,,
8025,ugs-2212883093,-1.0,,,
8026,ugs-2212883027,119.0,,,
8027,ugs-2212883031,-20.0,,,
8028,ugs-2212883040,-20.0,,,
8029,ugs-2212883028,-10.0,,,
8030,ugs-2212883001,-10.0,,,
8031,ugs-2212882957,-1.0,,,
8032,ugs-2212882956,-1.0,,,
8033,ugs-2212882928,-1.0,,,
8034,ugs-2212882884,-20.0,,,
8035,ugs-2212882862,-1.0,,,
8036,ugs-2212882826,-1.0,,,
8037,ugs-2212882817,-20.0,,,
8038,ugs-2212882834,-4.0,,,
8039,ugs-2212882806,-0.7,,,
8040,ugs-2212882749,-1.0,,,
8041,ugs-2212882741,-20.0,,,
8042,ugs-2212882765,0.6,,,
8043,ugs-2212882671,-10.0,,,
8044,ugs-2212882653,-1.0,,,
8045,ugs-2212882635,-1.0,,,
8046,ugs-2212882620,24.0,,,
8047,ugs-2212882616,-1.0,,,
8048,ugs-2212882565,-1.0,,,
8049,ugs-2212882548,-1.0,,,
8050,ugs-2212882499,-20.0,,,
8051,ugs-2212882519,-20.0,,,
8052,ugs-2212882452,-1.0,,,
8053,ugs-2212882437,-1.0,,,
8054,ugs-2212882409,-1.0,,,
8055,ugs-2212882380,-20.0,,,
8056,ugs-2212882345,135.0,,,
8057,ugs-2212882360,-20.0,,,
8058,ugs-2212882325,-1.0,,,
8059,ugs-2212882278,-5.0,,,
8060,ugs-2212882274,380.0,,,
8061,ugs-2212882291,-1.0,,,
8062,ugs-2212882244,-1.0,,,
8063,ugs-2212882217,-20.0,,,
8064,ugs-2212882188,-5.0,,,
8065,ugs-2212882104,-1.0,,,
8066,ugs-2212882085,-20.0,,,
8067,ugs-2212882119,-4.0,,,
8068,ugs-2212882111,-5.0,,,
8069,ugs-2212882042,1.2,,,
8070,ugs-2212882026,-5.0,,,
8071,ugs-2212881972,-20.0,,,
8072,ugs-2212881955,-1.0,,,
8073,ugs-2212881929,80.0,,,
8074,ugs-2212881948,-10.0,,,
8075,ugs-2212881943,-5.0,,,
8076,ugs-2212881901,-1.0,,,
8077,ugs-2212881895,40.0,,,
8078,ugs-2212881854,-1.0,,,
8079,ugs-2212881844,-5.0,,,
8080,ugs-2212881837,-20.0,,,
8081,ugs-2212881757,-1.0,,,
8082,ugs-2212881768,-20.0,,,
8083,ugs-2212881780,-1.0,,,
8084,ugs-2212881752,-5.0,,,
8085,ugs-2212881736,-5.0,,,
8086,ugs-2212881738,-10.0,,,
8087,ugs-2212881737,-1.0,,,
8088,ugs-2212881702,-20.0,,,
8089,ugs-2212881704,76.0,,,
8090,ugs-2212881636,-1.0,,,
8091,ugs-2212881650,-1.0,,,
8092,ugs-2212881632,-20.0,,,
8093,ugs-2212881559,-1.0,,,
8094,ugs-2212881541,-1.0,,,
8095,ugs-2212881483,11.0,,,
8096,ugs-2212881474,-0.8,,,
8097,ugs-2212881453,-1.0,,,
8098,ugs-2212881447,-12.0,,,
8099,ugs-2212881451,-2.0,,,
8100,ugs-2212881440,140.0,,,
8101,ugs-2212881463,-1.0,,,
8102,ugs-2212881464,-5.0,,,
8103,ugs-2212881372,-1.0,,,
8104,ugs-2212881371,-1.0,,,
8105,ugs-2212881392,25.0,,,
8106,ugs-2212881316,-5.0,,,
8107,ugs-2212881321,-20.0,,,
8108,ugs-2212881346,4.0,,,
8109,ugs-2212881274,-5.0,,,
8110,ugs-2212881290,-1.0,,,
8111,ugs-2212881261,-10.0,,,
8112,ugs-2212881232,-1.0,,,
8113,ugs-2212881219,-20.0,,,
8114,ugs-2212881246,-20.0,,,
8115,ugs-2212881253,-1.0,,,
8116,ugs-2212881210,-1.0,,,
8117,ugs-2212881169,-20.0,,,
8118,ugs-2212881176,-5.0,,,
8119,ugs-2212881122,-1.0,,,
8120,ugs-2212881157,-10.0,,,
8121,ugs-2212881076,-5.0,,,
8122,ugs-2212881069,-1.0,,,
8123,ugs-2212881109,28.1,,,
8124,ugs-2212881101,-1.0,,,
8125,ugs-2212881066,-20.0,,,
8126,ugs-2212881003,-20.0,,,
8127,ugs-2212880992,-20.0,,,
8128,ugs-2212880967,-1.0,,,
8129,ugs-2212880936,-20.0,,,
8130,ugs-2212880961,-1.0,,,
8131,ugs-2212880973,-10.0,,,
8132,ugs-2212880980,-5.0,,,
8133,ugs-2212880919,2.0,,,
8134,ugs-2212880879,-5.0,,,
8135,ugs-2212880842,-20.0,,,
8136,ugs-2212880852,-1.0,,,
8137,ugs-2212880873,-1.0,,,
8138,ugs-2212880876,-5.0,,,
8139,ugs-2212880841,0.0,,,
8140,ugs-2212880825,-1.0,,,
8141,ugs-2212880756,-1.0,,,
8142,ugs-2212880780,-20.0,,,
8143,ugs-2212880792,-5.0,,,
8144,ugs-2212880748,-6.0,,,
8145,ugs-2212880679,-1.0,,,
8146,ugs-2212880668,-16.0,,,
8147,ugs-2212880703,-20.0,,,
8148,ugs-2212880711,-1.0,,,
8149,ugs-2212880696,-1.0,,,
8150,ugs-2212880685,-5.0,,,
8151,ugs-2212880656,-5.0,,,
8152,ugs-2212880647,-20.0,,,
8153,ugs-2212880655,-1.0,,,
8154,ugs-2212880620,-1.0,,,
8155,ugs-2212880587,-1.0,,,
8156,ugs-2212880559,-5.0,,,
8157,ugs-2212880566,-20.0,,,
8158,ugs-2212880578,-1.0,,,
8159,ugs-2212880538,-5.0,,,
8160,ugs-2212880501,-1.0,,,
8161,ugs-2212880529,-5.0,,,
8162,ugs-2212880442,-1.0,,,
8163,ugs-2212880469,-20.0,,,
8164,ugs-2212880481,-20.0,,,
8165,ugs-2212880449,-1.0,,,
8166,ugs-2212880397,-1.0,,,
8167,ugs-2212880417,-20.0,,,
8168,ugs-2212880443,-1.0,,,
8169,ugs-2212880399,-5.0,,,
8170,ugs-2212880415,-5.0,,,
8171,ugs-2212880327,-5.0,,,
8172,ugs-2212880346,-20.0,,,
8173,ugs-2212880320,-1.0,,,
8174,ugs-2212880301,-20.0,,,
8175,ugs-2212880272,-20.0,,,
8176,ugs-2212880321,-1.0,,,
8177,ugs-2212880309,-5.0,,,
8178,ugs-2212880234,-1.0,,,
8179,ugs-2212880235,-20.0,,,
8180,ugs-2212880263,-1.0,,,
8181,ugs-2212880199,-5.0,,,
8182,ugs-2212880195,-1.0,,,
8183,ugs-2212880146,-1.0,,,
8184,ugs-2212880171,-1.0,,,
8185,ugs-2212880113,-10.0,,,
8186,ugs-2212880119,-20.0,,,
8187,ugs-2212880071,-5.0,,,
8188,ugs-2212880062,-1.0,,,
8189,ugs-2212880051,-1.0,,,
8190,ugs-2212880040,-20.0,,,
8191,ugs-2212879993,-1.0,,,
8192,ugs-2212879964,-20.0,,,
8193,ugs-2212879925,-1.0,,,
8194,ugs-2212879910,-5.0,,,
8195,ugs-2212879826,2.0,,,
8196,ugs-2212879838,-20.0,,,
8197,ugs-2212879840,-20.0,,,
8198,ugs-2212879833,-1.0,,,
8199,ugs-2212879816,-1.0,,,
8200,ugs-2212879836,0.8,,,
8201,ugs-2212879787,-5.0,,,
8202,ugs-2212879751,-1.0,,,
8203,ugs-2212879743,1.7,,,
8204,ugs-2212879709,-1.0,,,
8205,ugs-2212879690,-20.0,,,
8206,ugs-2212879657,-1.0,,,
8207,ugs-2212879626,-10.0,,,
8208,ugs-2212879621,-1.0,,,
8209,ugs-2212879634,-0.7,,,
8210,ugs-2212879589,-1.0,,,
8211,ugs-2212879567,-50.0,,,
8212,ugs-2212879590,-1.0,,,
8213,ugs-2212879583,-5.0,,,
8214,ugs-2212879531,-1.0,,,
8215,ugs-2212879508,2.0,,,
8216,ugs-2212879472,-1.0,,,
8217,ugs-2212879443,-50.0,,,
8218,ugs-2212879451,-1.0,,,
8219,ugs-2212879476,-1.0,,,
8220,ugs-2212879452,-10.0,,,
8221,ugs-2212879473,-5.0,,,
8222,ugs-2212879413,-1.0,,,
8223,ugs-2212879389,-1.0,,,
8224,ugs-2212879312,-1.0,,,
8225,ugs-2212879353,-5.0,,,
8226,ugs-2212879327,-50.0,,,
8227,ugs-2212879323,8.0,,,
8228,ugs-2212879266,-10.0,,,
8229,ugs-2212879264,-1.0,,,
8230,ugs-2212879275,-0.1,,,
8231,ugs-2212879263,-1.0,,,
8232,ugs-2212879228,-1.0,,,
8233,ugs-2212879200,-1.0,,,
8234,ugs-2212879185,-20.0,,,
8235,ugs-2212879180,-1.0,,,
8236,ugs-2212879150,-50.0,,,
8237,ugs-2212879103,-1.0,,,
8238,ugs-2212879099,-1.0,,,
8239,ugs-2212879075,-1.0,,,
8240,ugs-2212879078,0.0,,,
8241,ugs-2212879062,-0.7,,,
8242,ugs-2212879007,-1.0,,,
8243,ugs-2212878987,-1.0,,,
8244,ugs-2212878941,-1.0,,,
8245,ugs-2212878965,-20.0,,,
8246,ugs-2212878922,-0.4,,,
8247,ugs-2212878917,-50.0,,,
8248,ugs-2212878884,-1.0,,,
8249,ugs-2212878886,-1.0,,,
8250,ugs-2212878865,-5.0,,,
8251,ugs-2212878827,-1.0,,,
8252,ugs-2212878823,-20.0,,,
8253,ugs-2212878791,-10.0,,,
8254,ugs-2212878807,-50.0,,,
8255,ugs-2212878782,13.0,,,
8256,ugs-2212878752,-1.0,,,
