,Round ID,Total Win/Loss,Game Provider Round ID,Jackpot Contribution,Win/Loss
48399,ugs-2211974192,-5.0,,,
48400,ugs-2211974201,-1.0,,,
48401,ugs-2211974160,-5.0,,,
48402,ugs-2211974142,-1.0,,,
48403,ugs-2211974180,-50.0,,,
48404,ugs-2211974138,-1.0,,,
48405,ugs-2211974095,189.0,,,
48406,ugs-2211974052,-1.0,,,
48407,ugs-2211974065,-5.0,,,
48408,ugs-2211974055,-4.5,,,
48409,ugs-2211974041,-5.0,,,
48410,ugs-2211973995,100.0,,,
48411,ugs-2211974008,-1.0,,,
48412,ugs-2211973997,-1.0,,,
48413,ugs-2211973976,-1.0,,,
48414,ugs-2211973968,-1.0,,,
48415,ugs-2211973877,-1.0,,,
48416,ugs-2211973897,-1.0,,,
48417,ugs-2211973878,-50.0,,,
48418,ugs-2211973915,-5.0,,,
48419,ugs-2211973881,8.0,,,
48420,ugs-2211973855,-1.0,,,
48421,ugs-2211973871,-1.0,,,
48422,ugs-2211973816,-1.0,,,
48423,ugs-2211973779,-5.0,,,
48424,ugs-2211973780,6.0,,,
48425,ugs-2211973762,-50.0,,,
48426,ugs-2211973771,-5.0,,,
48427,ugs-2211973731,0.0,,,
48428,ugs-2211973744,-1.0,,,
48429,ugs-2211973735,-1.0,,,
48430,ugs-2211973677,-1.0,,,
48431,ugs-2211973656,-1.0,,,
48432,ugs-2211973651,-5.0,,,
48433,ugs-2211973632,-50.0,,,
48434,ugs-2211973611,-1.0,,,
48435,ugs-2211973585,-1.0,,,
48436,ugs-2211973571,-1.0,,,
48437,ugs-2211973523,-1.0,,,
48438,ugs-2211973538,-1.0,,,
48439,ugs-2211973532,-5.0,,,
48440,ugs-2211973509,-1.0,,,
48441,ugs-2211973520,-20.0,,,
48442,ugs-2211973456,-50.0,,,
48443,ugs-2211973409,-20.0,,,
48444,ugs-2211973378,-1.0,,,
48445,ugs-2211973346,-50.0,,,
48446,ugs-2211973302,25.0,,,
48447,ugs-2211973321,-1.0,,,
48448,ugs-2211973298,-5.0,,,
48449,ugs-2211973260,8.0,,,
48450,ugs-2211973243,-20.0,,,
48451,ugs-2211973215,-50.0,,,
48452,ugs-2211973189,-1.0,,,
48453,ugs-2211973162,-5.0,,,
48454,ugs-2211973133,-1.0,,,
48455,ugs-2211973145,-5.0,,,
48456,ugs-2211973106,-50.0,,,
48457,ugs-2211973040,-100.0,,,
48458,ugs-2211973035,-5.0,,,
48459,ugs-2211972982,6.0,,,
48460,ugs-2211972966,-5.0,,,
48461,ugs-2211972983,-50.0,,,
48462,ugs-2211972993,14.0,,,
48463,ugs-2211972929,-100.0,,,
48464,ugs-2211972924,-1.0,,,
48465,ugs-2211972952,-1.0,,,
48466,ugs-2211972911,-1.0,,,
48467,ugs-2211972884,-5.0,,,
48468,ugs-2211972869,-1.0,,,
48469,ugs-2211972856,-50.0,,,
48470,ugs-2211972828,-1.0,,,
48471,ugs-2211972827,-5.0,,,
48472,ugs-2211972746,-1.0,,,
48473,ugs-2211972722,-1.0,,,
48474,ugs-2211972748,-1.0,,,
48475,ugs-2211972757,-1.0,,,
48476,ugs-2211972708,-100.0,,,
48477,ugs-2211972704,-5.0,,,
48478,ugs-2211972691,-50.0,,,
48479,ugs-2211972720,-5.0,,,
48480,ugs-2211972649,-1.0,,,
48481,ugs-2211972678,-1.0,,,
48482,ugs-2211972608,-100.0,,,
48483,ugs-2211972631,-1.0,,,
48484,ugs-2211972594,-1.0,,,
48485,ugs-2211972599,34.5,,,
48486,ugs-2211972571,-5.0,,,
48487,ugs-2211972535,-1.0,,,
48488,ugs-2211972541,-1.0,,,
48489,ugs-2211972564,-50.0,,,
48490,ugs-2211972561,-4.0,,,
48491,ugs-2211972511,-1.0,,,
48492,ugs-2211972521,-1.0,,,
48493,ugs-2211972515,-100.0,,,
48494,ugs-2211972467,56.0,,,
48495,ugs-2211972459,-50.0,,,
48496,ugs-2211972440,-1.0,,,
48497,ugs-2211972438,-1.0,,,
48498,ugs-2211972432,-5.0,,,
48499,ugs-2211972437,-5.0,,,
48500,ugs-2211972411,-100.0,,,
48501,ugs-2211972364,-1.0,,,
48502,ugs-2211972347,-1.0,,,
48503,ugs-2211972321,-100.0,,,
48504,ugs-2211972325,-1.0,,,
48505,ugs-2211972310,105.0,,,
48506,ugs-2211972286,4.0,,,
48507,ugs-2211972283,-20.0,,,
48508,ugs-2211972292,-1.0,,,
48509,ugs-2211972219,-1.0,,,
48510,ugs-2211972235,-1.0,,,
48511,ugs-2211972240,15.0,,,
48512,ugs-2211972157,-100.0,,,
48513,ugs-2211972152,-1.0,,,
48514,ugs-2211972173,-50.0,,,
48515,ugs-2211972167,-20.0,,,
48516,ugs-2211972127,-1.0,,,
48517,ugs-2211972042,-1.0,,,
48518,ugs-2211972062,-1.0,,,
48519,ugs-2211972052,-50.0,,,
48520,ugs-2211972057,-100.0,,,
48521,ugs-2211972015,-20.0,,,
48522,ugs-2211972009,-0.6,,,
48523,ugs-2211971953,-100.0,,,
48524,ugs-2211971959,-1.0,,,
48525,ugs-2211971964,0.0,,,
48526,ugs-2211971961,-5.0,,,
48527,ugs-2211971931,-1.0,,,
48528,ugs-2211971942,-50.0,,,
48529,ugs-2211971877,13.0,,,
48530,ugs-2211971860,-1.0,,,
48531,ugs-2211971832,-4.0,,,
48532,ugs-2211971816,-1.0,,,
48533,ugs-2211971813,-25.0,,,
48534,ugs-2211971770,-1.0,,,
48535,ugs-2211971765,-1.0,,,
48536,ugs-2211971792,-1.0,,,
48537,ugs-2211971746,0.0,,,
48538,ugs-2211971763,-5.0,,,
48539,ugs-2211971720,-1.0,,,
48540,ugs-2211971694,-1.0,,,
48541,ugs-2211971712,-20.0,,,
48542,ugs-2211971668,-1.0,,,
48543,ugs-2211971653,-100.0,,,
48544,ugs-2211971630,-1.0,,,
48545,ugs-2211971647,-5.0,,,
48546,ugs-2211971604,-20.0,,,
48547,ugs-2211971574,-1.0,,,
48548,ugs-2211971589,-1.0,,,
48549,ugs-2211971538,645.0,,,
48550,ugs-2211971527,-1.0,,,
48551,ugs-2211971546,-1.0,,,
48552,ugs-2211971507,-5.0,,,
48553,ugs-2211971463,-1.0,,,
48554,ugs-2211971458,-100.0,,,
48555,ugs-2211971461,3.0,,,
48556,ugs-2211971435,-20.0,,,
48557,ugs-2211971440,-1.0,,,
48558,ugs-2211971371,-1.0,,,
48559,ugs-2211971379,-1.0,,,
48560,ugs-2211971375,-50.0,,,
48561,ugs-2211971330,-1.0,,,
48562,ugs-2211971338,-0.55,,,
48563,ugs-2211971352,1.0,,,
48564,ugs-2211971357,-100.0,,,
48565,ugs-2211971285,-1.0,,,
48566,ugs-2211971287,-1.0,,,
48567,ugs-2211971272,-20.0,,,
48568,ugs-2211971211,-1.0,,,
48569,ugs-2211971206,-1.0,,,
48570,ugs-2211971216,-5.0,,,
48571,ugs-2211971165,-100.0,,,
48572,ugs-2211971166,-20.0,,,
48573,ugs-2211971130,-1.0,,,
48574,ugs-2211971154,-1.0,,,
48575,ugs-2211971136,-1.0,,,
48576,ugs-2211971068,-1.0,,,
48577,ugs-2211971062,-1.0,,,
48578,ugs-2211971064,3.0,,,
48579,ugs-2211971044,-20.0,,,
48580,ugs-2211970982,-5.0,,,
48581,ugs-2211970945,-1.0,,,
48582,ugs-2211970952,-1.0,,,
48583,ugs-2211970936,-5.0,,,
48584,ugs-2211970970,100.0,,,
48585,ugs-2211970922,-20.0,,,
48586,ugs-2211970907,-1.0,,,
48587,ugs-2211970869,-1.0,,,
48588,ugs-2211970874,4.1,,,
48589,ugs-2211970815,4.0,,,
48590,ugs-2211970785,-1.0,,,
48591,ugs-2211970774,-1.0,,,
48592,ugs-2211970789,-5.0,,,
48593,ugs-2211970716,-1.0,,,
48594,ugs-2211970744,-5.0,,,
48595,ugs-2211970737,785.0,,,
48596,ugs-2211970664,-200.0,,,
48597,ugs-2211970700,-1.0,,,
48598,ugs-2211970668,-1.0,,,
48599,ugs-2211970673,-5.0,,,
48600,ugs-2211970603,-1.0,,,
48601,ugs-2211970609,-50.0,,,
48602,ugs-2211970560,-200.0,,,
48603,ugs-2211970579,-1.0,,,
48604,ugs-2211970530,-1.0,,,
48605,ugs-2211970551,-1.0,,,
48606,ugs-2211970540,-5.0,,,
48607,ugs-2211970521,-1.0,,,
48608,ugs-2211970508,-1.0,,,
48609,ugs-2211970461,-1.0,,,
48610,ugs-2211970470,-25.0,,,
48611,ugs-2211970424,-1.0,,,
48612,ugs-2211970414,-5.0,,,
48613,ugs-2211970392,-1.0,,,
48614,ugs-2211970387,-1.0,,,
48615,ugs-2211970367,-5.0,,,
48616,ugs-2211970362,-50.0,,,
48617,ugs-2211970340,-1.0,,,
48618,ugs-2211970296,600.0,,,
48619,ugs-2211970302,-1.0,,,
48620,ugs-2211970299,-5.0,,,
48621,ugs-2211970273,-5.0,,,
48622,ugs-2211970243,-50.0,,,
48623,ugs-2211970209,-20.0,,,
48624,ugs-2211970196,-5.0,,,
48625,ugs-2211970182,7.0,,,
48626,ugs-2211970180,-1.0,,,
48627,ugs-2211970171,-5.0,,,
48628,ugs-2211970185,-200.0,,,
48629,ugs-2211970138,-5.0,,,
48630,ugs-2211970126,-1.0,,,
48631,ugs-2211970119,-1.0,,,
48632,ugs-2211970115,-50.0,,,
48633,ugs-2211970089,-1.0,,,
48634,ugs-2211970078,-200.0,,,
48635,ugs-2211970029,-5.0,,,
48636,ugs-2211970018,-5.0,,,
48637,ugs-2211970016,-5.0,,,
48638,ugs-2211970035,-20.0,,,
48639,ugs-2211970022,-1.0,,,
48640,ugs-2211969988,200.0,,,
48641,ugs-2211969972,-1.0,,,
48642,ugs-2211969984,-1.0,,,
48643,ugs-2211969938,-5.0,,,
48644,ugs-2211969926,-1.0,,,
48645,ugs-2211969933,-200.0,,,
48646,ugs-2211969949,-1.0,,,
48647,ugs-2211969907,-5.0,,,
48648,ugs-2211969871,-1.0,,,
48649,ugs-2211969842,-1.0,,,
48650,ugs-2211969858,-20.0,,,
48651,ugs-2211969819,-50.0,,,
48652,ugs-2211969831,-200.0,,,
48653,ugs-2211969812,-5.0,,,
48654,ugs-2211969787,470.0,,,
48655,ugs-2211969801,-1.0,,,
48656,ugs-2211969736,-50.0,,,
48657,ugs-2211969746,-20.0,,,
48658,ugs-2211969714,-200.0,,,
48659,ugs-2211969682,-5.0,,,
48660,ugs-2211969693,-1.0,,,
48661,ugs-2211969708,-1.0,,,
48662,ugs-2211969696,-4.0,,,
48663,ugs-2211969705,-1.0,,,
48664,ugs-2211969669,-0.2,,,
48665,ugs-2211969613,-50.0,,,
48666,ugs-2211969587,-1.0,,,
48667,ugs-2211969565,-5.0,,,
48668,ugs-2211969568,7.5,,,
48669,ugs-2211969562,-200.0,,,
48670,ugs-2211969535,-1.0,,,
48671,ugs-2211969475,-1.0,,,
48672,ugs-2211969488,-1.0,,,
48673,ugs-2211969489,-5.0,,,
48674,ugs-2211969509,-20.0,,,
48675,ugs-2211969434,-5.0,,,
48676,ugs-2211969454,-1.0,,,
48677,ugs-2211969436,-50.0,,,
48678,ugs-2211969374,-1.0,,,
48679,ugs-2211969336,-1.0,,,
48680,ugs-2211969362,-200.0,,,
48681,ugs-2211969305,-5.0,,,
48682,ugs-2211969318,-20.0,,,
48683,ugs-2211969288,-1.0,,,
48684,ugs-2211969266,-1.0,,,
48685,ugs-2211969227,-200.0,,,
48686,ugs-2211969231,-1.0,,,
48687,ugs-2211969245,-5.0,,,
48688,ugs-2211969203,-5.0,,,
48689,ugs-2211969201,-50.0,,,
48690,ugs-2211969155,-1.0,,,
48691,ugs-2211969118,-200.0,,,
48692,ugs-2211969058,-1.0,,,
48693,ugs-2211969032,-1.0,,,
48694,ugs-2211969013,-5.0,,,
48695,ugs-2211968940,-4.0,,,
48696,ugs-2211968899,-5.0,,,
48697,ugs-2211968860,-1.0,,,
48698,ugs-2211968809,-1.0,,,
48699,ugs-2211968836,-1.0,,,
48700,ugs-2211968801,-5.0,,,
48701,ugs-2211968780,-5.0,,,
48702,ugs-2211968729,14.0,,,
48703,ugs-2211968745,1.0,,,
48704,ugs-2211968726,54.0,,,
48705,ugs-2211968684,-5.0,,,
48706,ugs-2211968661,-1.0,,,
48707,ugs-2211968654,-1.0,,,
48708,ugs-2211968624,800.0,,,
48709,ugs-2211968622,-1.0,,,
48710,ugs-2211968616,-5.0,,,
48711,ugs-2211968614,-20.0,,,
48712,ugs-2211968588,-5.0,,,
48713,ugs-2211968577,-1.0,,,
48714,ugs-2211968486,-1.0,,,
48715,ugs-2211968515,-1.0,,,
48716,ugs-2211968501,-200.0,,,
48717,ugs-2211968459,-5.0,,,
48718,ugs-2211968473,-1.0,,,
48719,ugs-2211968467,-3.0,,,
48720,ugs-2211968424,-20.0,,,
48721,ugs-2211968410,-1.0,,,
48722,ugs-2211968431,-1.0,,,
48723,ugs-2211968384,-200.0,,,
48724,ugs-2211968366,-1.0,,,
48725,ugs-2211968348,-200.0,,,
48726,ugs-2211968330,-5.0,,,
48727,ugs-2211968264,-1.0,,,
48728,ugs-2211968199,-5.0,,,
48729,ugs-2211968218,-1.0,,,
48730,ugs-2211968211,-1.0,,,
48731,ugs-2211968201,-5.0,,,
48732,ugs-2211968197,-20.0,,,
48733,ugs-2211968240,-200.0,,,
48734,ugs-2211968210,-200.0,,,
48735,ugs-2211968119,-200.0,,,
48736,ugs-2211968100,2.0,,,
48737,ugs-2211968109,-200.0,,,
48738,ugs-2211968067,-20.0,,,
48739,ugs-2211968063,-1.0,,,
48740,ugs-2211968061,-2.0,,,
48741,ugs-2211968012,-1.0,,,
48742,ugs-2211968013,-1.0,,,
48743,ugs-2211968022,0.0,,,
48744,ugs-2211968000,-0.8,,,
48745,ugs-2211967989,-200.0,,,
48746,ugs-2211967941,-1.0,,,
48747,ugs-2211967951,-5.0,,,
48748,ugs-2211967931,-200.0,,,
48749,ugs-2211967904,40.0,,,
48750,ugs-2211967869,-200.0,,,
48751,ugs-2211967882,-1.0,,,
48752,ugs-2211967847,-1.0,,,
48753,ugs-2211967851,-1.0,,,
48754,ugs-2211967805,-1.0,,,
48755,ugs-2211967817,-200.0,,,
48756,ugs-2211967792,-20.0,,,
48757,ugs-2211967795,-1.0,,,
48758,ugs-2211967801,1700.0,,,
48759,ugs-2211967802,-5.0,,,
48760,ugs-2211967760,-1.0,,,
48761,ugs-2211967756,-200.0,,,
48762,ugs-2211967702,-200.0,,,
48763,ugs-2211967732,-1.0,,,
48764,ugs-2211967688,-20.0,,,
48765,ugs-2211967673,-1.0,,,
48766,ugs-2211967654,-20.0,,,
48767,ugs-2211967655,-5.0,,,
48768,ugs-2211967640,-200.0,,,
48769,ugs-2211967643,-1.0,,,
48770,ugs-2211967602,-1.0,,,
48771,ugs-2211967526,-20.0,,,
48772,ugs-2211967541,-50.0,,,
48773,ugs-2211967519,-5.0,,,
48774,ugs-2211967455,-50.0,,,
48775,ugs-2211967445,-1.0,,,
48776,ugs-2211967441,-0.3,,,
48777,ugs-2211967426,-5.0,,,
48778,ugs-2211967443,-50.0,,,
48779,ugs-2211967398,-20.0,,,
48780,ugs-2211967392,-1.0,,,
48781,ugs-2211967411,-2.0,,,
48782,ugs-2211967336,2.0,,,
48783,ugs-2211967294,-20.0,,,
48784,ugs-2211967322,-50.0,,,
48785,ugs-2211967239,-5.0,,,
48786,ugs-2211967246,-1.0,,,
48787,ugs-2211967184,-20.0,,,
48788,ugs-2211967181,-1.0,,,
48789,ugs-2211967174,-1.0,,,
48790,ugs-2211967153,15.0,,,
48791,ugs-2211967117,19.0,,,
48792,ugs-2211967106,-5.0,,,
48793,ugs-2211967126,-50.0,,,
48794,ugs-2211967031,450.0,,,
48795,ugs-2211967020,-1.0,,,
48796,ugs-2211966996,-1.0,,,
48797,ugs-2211967019,-1.0,,,
48798,ugs-2211966977,-5.0,,,
48799,ugs-2211967015,-20.0,,,
48800,ugs-2211966969,40.0,,,
48801,ugs-2211966974,-1.0,,,
48802,ugs-2211966921,-1.0,,,
48803,ugs-2211966912,-5.0,,,
48804,ugs-2211966923,-50.0,,,
48805,ugs-2211966910,-50.0,,,
48806,ugs-2211966878,34.0,,,
48807,ugs-2211966846,-1.0,,,
48808,ugs-2211966851,-5.0,,,
48809,ugs-2211966852,-50.0,,,
48810,ugs-2211966818,-1.0,,,
48811,ugs-2211966783,-1.0,,,
48812,ugs-2211966817,-1.0,,,
48813,ugs-2211966824,-1.0,,,
48814,ugs-2211966794,-5.0,,,
48815,ugs-2211966829,-50.0,,,
48816,ugs-2211966762,-1.0,,,
48817,ugs-2211966774,-1.0,,,
48818,ugs-2211966751,-50.0,,,
48819,ugs-2211966734,1.0,,,
48820,ugs-2211966727,-200.0,,,
48821,ugs-2211966712,-50.0,,,
48822,ugs-2211966681,-1.0,,,
48823,ugs-2211966676,-5.0,,,
48824,ugs-2211966690,-1.0,,,
48825,ugs-2211966628,-50.0,,,
48826,ugs-2211966639,-1.0,,,
48827,ugs-2211966664,-50.0,,,
48828,ugs-2211966663,-5.0,,,
48829,ugs-2211966625,-1.0,,,
48830,ugs-2211966596,-1.0,,,
48831,ugs-2211966559,-1.0,,,
48832,ugs-2211966566,200.0,,,
48833,ugs-2211966549,-1.0,,,
48834,ugs-2211966532,-0.7,,,
48835,ugs-2211966535,-5.0,,,
48836,ugs-2211966534,-50.0,,,
48837,ugs-2211966479,-1.0,,,
48838,ugs-2211966482,-1.0,,,
48839,ugs-2211966470,-200.0,,,
48840,ugs-2211966455,-5.0,,,
48841,ugs-2211966425,-1.0,,,
48842,ugs-2211966411,-1.0,,,
48843,ugs-2211966400,-1.0,,,
48844,ugs-2211966354,-200.0,,,
48845,ugs-2211966390,2.2,,,
48846,ugs-2211966372,-50.0,,,
48847,ugs-2211966358,34.0,,,
48848,ugs-2211966320,150.0,,,
48849,ugs-2211966331,-1.0,,,
48850,ugs-2211966324,-5.0,,,
48851,ugs-2211966327,-1.0,,,
48852,ugs-2211966314,-1.0,,,
48853,ugs-2211966224,3.0,,,
48854,ugs-2211966210,-1.0,,,
48855,ugs-2211966242,-20.0,,,
48856,ugs-2211966215,-20.0,,,
48857,ugs-2211966244,-200.0,,,
48858,ugs-2211966190,3000.0,,,
48859,ugs-2211966195,-1.0,,,
48860,ugs-2211966197,-1.0,,,
48861,ugs-2211966148,-1.0,,,
48862,ugs-2211966143,-1.0,,,
48863,ugs-2211966171,-5.0,,,
48864,ugs-2211966152,-1.0,,,
48865,ugs-2211966102,-200.0,,,
48866,ugs-2211966063,-1.0,,,
48867,ugs-2211966067,31.0,,,
48868,ugs-2211966070,-20.0,,,
48869,ugs-2211966059,-200.0,,,
48870,ugs-2211966032,-1.0,,,
48871,ugs-2211966042,-1.0,,,
48872,ugs-2211965985,-1.0,,,
48873,ugs-2211965994,-1.0,,,
48874,ugs-2211966010,-1.0,,,
48875,ugs-2211966001,-200.0,,,
48876,ugs-2211965941,-1.0,,,
48877,ugs-2211965917,-1.0,,,
48878,ugs-2211965909,-1.0,,,
48879,ugs-2211965912,-16.0,,,
48880,ugs-2211965902,-200.0,,,
48881,ugs-2211965856,-1.0,,,
48882,ugs-2211965788,-1.0,,,
48883,ugs-2211965820,-1.0,,,
48884,ugs-2211965818,-20.0,,,
48885,ugs-2211965823,-200.0,,,
48886,ugs-2211965764,-1.0,,,
48887,ugs-2211965750,600.0,,,
48888,ugs-2211965729,-0.4,,,
48889,ugs-2211965715,-1.0,,,
48890,ugs-2211965701,-200.0,,,
48891,ugs-2211965660,-1.0,,,
48892,ugs-2211965681,-20.0,,,
48893,ugs-2211965603,700.0,,,
48894,ugs-2211965637,-1.0,,,
48895,ugs-2211965649,25.0,,,
48896,ugs-2211965636,-200.0,,,
48897,ugs-2211965576,-1.0,,,
48898,ugs-2211965598,-0.6,,,
48899,ugs-2211965577,-20.0,,,
48900,ugs-2211965544,-1.0,,,
48901,ugs-2211965503,-1.0,,,
48902,ugs-2211965520,-200.0,,,
48903,ugs-2211965513,-200.0,,,
48904,ugs-2211965456,-50.0,,,
48905,ugs-2211965464,-1.0,,,
48906,ugs-2211965450,-20.0,,,
48907,ugs-2211965424,-1.0,,,
48908,ugs-2211965427,-1.0,,,
48909,ugs-2211965421,-5.0,,,
48910,ugs-2211965383,-200.0,,,
48911,ugs-2211965412,-200.0,,,
48912,ugs-2211965365,-50.0,,,
48913,ugs-2211965347,-1.0,,,
48914,ugs-2211965329,-20.0,,,
48915,ugs-2211965323,-1.0,,,
48916,ugs-2211965271,-50.0,,,
48917,ugs-2211965292,-200.0,,,
48918,ugs-2211965248,-200.0,,,
48919,ugs-2211965185,-200.0,,,
48920,ugs-2211965207,-1.0,,,
48921,ugs-2211965197,-20.0,,,
48922,ugs-2211965165,-5.0,,,
48923,ugs-2211965139,-1.0,,,
48924,ugs-2211965170,-1.0,,,
48925,ugs-2211965136,-50.0,,,
48926,ugs-2211965112,-200.0,,,
48927,ugs-2211965078,-20.0,,,
48928,ugs-2211965062,3.0,,,
48929,ugs-2211964993,-1.0,,,
48930,ugs-2211965003,-5.0,,,
48931,ugs-2211965026,-50.0,,,
48932,ugs-2211964964,-20.0,,,
48933,ugs-2211964905,-50.0,,,
48934,ugs-2211964928,-1.0,,,
48935,ugs-2211964853,-200.0,,,
48936,ugs-2211964864,-20.0,,,
48937,ugs-2211964857,400.0,,,
48938,ugs-2211964802,-50.0,,,
48939,ugs-2211964836,-1.0,,,
48940,ugs-2211964735,-50.0,,,
48941,ugs-2211964758,-200.0,,,
48942,ugs-2211964750,-200.0,,,
48943,ugs-2211964711,-20.0,,,
48944,ugs-2211964683,-1.0,,,
48945,ugs-2211964707,0.0,,,
48946,ugs-2211964647,-200.0,,,
48947,ugs-2211964652,2.5,,,
48948,ugs-2211964648,1400.0,,,
48949,ugs-2211964632,-50.0,,,
48950,ugs-2211964638,-1.0,,,
48951,ugs-2211964610,-200.0,,,
48952,ugs-2211964583,-5.0,,,
48953,ugs-2211964597,0.5,,,
48954,ugs-2211964545,-50.0,,,
48955,ugs-2211964553,-1.0,,,
48956,ugs-2211964548,-50.0,,,
48957,ugs-2211964560,-16.0,,,
48958,ugs-2211964550,-200.0,,,
48959,ugs-2211964504,-200.0,,,
48960,ugs-2211964489,-1.0,,,
48961,ugs-2211964518,-1.0,,,
48962,ugs-2211964440,-50.0,,,
48963,ugs-2211964407,-1.0,,,
48964,ugs-2211964430,-50.0,,,
48965,ugs-2211964425,-20.0,,,
48966,ugs-2211964383,-200.0,,,
48967,ugs-2211964373,-1.0,,,
48968,ugs-2211964384,-1.0,,,
48969,ugs-2211964402,-200.0,,,
48970,ugs-2211964319,-50.0,,,
48971,ugs-2211964334,-1.0,,,
48972,ugs-2211964309,-20.0,,,
48973,ugs-2211964303,-50.0,,,
48974,ugs-2211964274,-200.0,,,
48975,ugs-2211964256,-1.0,,,
48976,ugs-2211964173,-50.0,,,
48977,ugs-2211964187,-50.0,,,
48978,ugs-2211964159,-20.0,,,
48979,ugs-2211964176,-200.0,,,
48980,ugs-2211964135,-1.0,,,
48981,ugs-2211964116,-1.0,,,
48982,ugs-2211964097,-1.0,,,
48983,ugs-2211964060,-200.0,,,
48984,ugs-2211964067,-50.0,,,
48985,ugs-2211964027,-50.0,,,
48986,ugs-2211964039,-1.0,,,
48987,ugs-2211964005,-20.0,,,
48988,ugs-2211963909,-50.0,,,
48989,ugs-2211963917,-1.0,,,
48990,ugs-2211963902,-10.0,,,
48991,ugs-2211963889,-20.0,,,
48992,ugs-2211963914,-200.0,,,
48993,ugs-2211963898,-200.0,,,
48994,ugs-2211963871,-1.0,,,
48995,ugs-2211962563,145.0,,,
48996,ugs-2211963787,-50.0,,,
48997,ugs-2211963782,-50.0,,,
48998,ugs-2211963784,-200.0,,,
48999,ugs-2211963753,-200.0,,,
49000,ugs-2211963771,-20.0,,,
49001,ugs-2211963739,-1.0,,,
49002,ugs-2211963723,-1.0,,,
49003,ugs-2211963678,-20.0,,,
49004,ugs-2211963687,-1.0,,,
49005,ugs-2211963668,-50.0,,,
49006,ugs-2211963656,-50.0,,,
49007,ugs-2211963604,-200.0,,,
49008,ugs-2211963603,-1.0,,,
49009,ugs-2211963627,0.2,,,
49010,ugs-2211963563,-20.0,,,
49011,ugs-2211963543,-50.0,,,
49012,ugs-2211963505,-1.0,,,
49013,ugs-2211963511,-1.0,,,
49014,ugs-2211963495,-200.0,,,
49015,ugs-2211963472,-20.0,,,
49016,ugs-2211963458,-1.0,,,
49017,ugs-2211963392,-200.0,,,
49018,ugs-2211963424,-20.0,,,
49019,ugs-2211963380,-1.0,,,
49020,ugs-2211963303,-50.0,,,
49021,ugs-2211963319,-1.0,,,
49022,ugs-2211963320,-1.0,,,
49023,ugs-2211963301,50.0,,,
49024,ugs-2211963216,-50.0,,,
49025,ugs-2211963246,-1.0,,,
49026,ugs-2211963238,-20.0,,,
49027,ugs-2211963220,-200.0,,,
49028,ugs-2211963163,-1.0,,,
49029,ugs-2211963094,-50.0,,,
49030,ugs-2211963098,-1.0,,,
49031,ugs-2211963111,40.0,,,
49032,ugs-2211963122,-1.0,,,
49033,ugs-2211963113,-200.0,,,
49034,ugs-2211963048,64.0,,,
49035,ugs-2211963018,-1.0,,,
49036,ugs-2211963003,-50.0,,,
49037,ugs-2211962989,-50.0,,,
49038,ugs-2211962991,-1.0,,,
49039,ugs-2211963000,-200.0,,,
49040,ugs-2211962892,-200.0,,,
49041,ugs-2211962874,-50.0,,,
49042,ugs-2211962860,-1.0,,,
49043,ugs-2211962835,-1.0,,,
49044,ugs-2211962877,-1.0,,,
49045,ugs-2211962869,-20.0,,,
49046,ugs-2211962790,-50.0,,,
49047,ugs-2211962751,-20.0,,,
49048,ugs-2211962729,-1.0,,,
49049,ugs-2211962734,-5.0,,,
49050,ugs-2211962697,-50.0,,,
49051,ugs-2211962684,-1.0,,,
49052,ugs-2211962670,-50.0,,,
49053,ugs-2211962640,-1.0,,,
49054,ugs-2211962609,-200.0,,,
49055,ugs-2211962596,-5.0,,,
49056,ugs-2211962603,-1.0,,,
49057,ugs-2211962594,-20.0,,,
49058,ugs-2211962557,-50.0,,,
49059,ugs-2211962538,-50.0,,,
49060,ugs-2211962528,-1.0,,,
49061,ugs-2211962482,-200.0,,,
49062,ugs-2211962478,-1.0,,,
49063,ugs-2211962417,-1.0,,,
49064,ugs-2211962419,-1.0,,,
49065,ugs-2211962409,-50.0,,,
49066,ugs-2211962430,-20.0,,,
49067,ugs-2211962376,-1.0,,,
49068,ugs-2211962367,-1.0,,,
49069,ugs-2211962402,-5.0,,,
49070,ugs-2211962373,-5.0,,,
49071,ugs-2211962293,250.0,,,
49072,ugs-2211962295,-50.0,,,
49073,ugs-2211962285,-20.0,,,
49074,ugs-2211962302,-1.0,,,
49075,ugs-2211962230,1400.0,,,
49076,ugs-2211962265,-1.0,,,
49077,ugs-2211962187,-1.0,,,
49078,ugs-2211962196,-1.0,,,
49079,ugs-2211962206,-1.0,,,
49080,ugs-2211962205,-5.0,,,
49081,ugs-2211962173,-200.0,,,
49082,ugs-2211962162,-50.0,,,
49083,ugs-2211962145,-20.0,,,
49084,ugs-2211962125,-50.0,,,
49085,ugs-2211962123,-1.0,,,
49086,ugs-2211962041,-200.0,,,
49087,ugs-2211962060,-1.0,,,
49088,ugs-2211961986,-50.0,,,
49089,ugs-2211961981,-1.0,,,
49090,ugs-2211961980,-1.0,,,
49091,ugs-2211962011,3.0,,,
49092,ugs-2211962002,-200.0,,,
49093,ugs-2211961905,-50.0,,,
49094,ugs-2211961906,-1.0,,,
49095,ugs-2211961917,-1.0,,,
49096,ugs-2211961918,-1.0,,,
49097,ugs-2211961884,-200.0,,,
49098,ugs-2211961872,-200.0,,,
49099,ugs-2211961840,-1.0,,,
